Age,Annual_Income,Employment_Type,Education,Loan_Amount,Credit_Score,Purpose_Description,Default
48,96454.0,Business,Not Graduate,227024,311.0,starting a small business selling handmade crafts,1
25,142107.0,Business,Not Graduate,174630,666.0,I need this loan to renovate my home and fix the roof,0
48,70144.0,Business,Not Graduate,148582,530.0,want to pay off medical bills after a family emergency,0
52,31288.0,Self-Employed,Not Graduate,326305,776.0,I need this loan to renovate my home and fix the roof,0
46,46442.0,Salaried,Graduate,205159,686.0,traveling abroad for higher education,0
24,135976.0,Salaried,Graduate,251360,377.0,want to pay off medical bills after a family emergency,0
44,113109.0,Salaried,Graduate,400166,355.0,funding for my daughter wedding expenses,1
62,28553.0,Self-Employed,Graduate,51143,501.0,traveling abroad for higher education,1
52,66961.0,Salaried,Graduate,183153,806.0,home renovation and repair work needed urgently,0
27,50712.0,Self-Employed,Graduate,41155,326.0,emergency funds needed for unexpected medical procedure,0
63,39007.0,Salaried,Not Graduate,464027,,I need this loan to renovate my home and fix the roof,0
63,129274.0,Self-Employed,Not Graduate,96900,316.0,starting a small business selling handmade crafts,0
28,98391.0,Salaried,Not Graduate,410834,527.0,starting a small business selling handmade crafts,0
56,39231.0,Salaried,Graduate,99488,844.0,looking to consolidate credit card debt into one payment,0
38,102843.0,Salaried,Graduate,165408,676.0,home renovation and repair work needed urgently,0
47,70831.0,Salaried,Graduate,306108,571.0,purchasing new machinery for my shop,0
40,23299.0,Business,Graduate,416530,379.0,looking to consolidate credit card debt into one payment,1
55,75731.0,Salaried,Not Graduate,93018,495.0,looking to consolidate credit card debt into one payment,0
64,40006.0,Salaried,Not Graduate,110494,588.0,looking to consolidate credit card debt into one payment,0
55,48109.0,Self-Employed,Not Graduate,441451,451.0,traveling abroad for higher education,0
61,133664.0,Self-Employed,Not Graduate,164372,687.0,I need this loan to renovate my home and fix the roof,0
62,110883.0,Salaried,Not Graduate,108831,,traveling abroad for higher education,0
24,33102.0,Salaried,Graduate,373043,413.0,debt consolidation to reduce monthly payments,0
32,,Salaried,Graduate,50110,438.0,buying a new car for daily commute,0
52,92531.0,Self-Employed,Graduate,434147,369.0,emergency funds needed for unexpected medical procedure,1
46,133067.0,Salaried,Graduate,438494,699.0,traveling abroad for higher education,0
23,115855.0,Salaried,Graduate,428977,553.0,debt consolidation to reduce monthly payments,0
25,60808.0,Salaried,Graduate,151187,456.0,looking to consolidate credit card debt into one payment,0
43,87207.0,Self-Employed,Not Graduate,61533,420.0,I need this loan to renovate my home and fix the roof,0
48,86664.0,Salaried,Graduate,215584,338.0,emergency funds needed for unexpected medical procedure,1
28,112192.0,Business,Not Graduate,170615,561.0,planning to expand my small business and buy new equipment,0
28,48534.0,Salaried,Not Graduate,479718,675.0,planning to expand my small business and buy new equipment,0
26,59966.0,Self-Employed,Graduate,317689,429.0,purchasing new machinery for my shop,0
45,48047.0,Salaried,Not Graduate,472462,300.0,buying a new car for daily commute,0
21,54979.0,Salaried,Graduate,376683,560.0,emergency funds needed for unexpected medical procedure,0
46,36769.0,Salaried,Graduate,358883,671.0,want to pay off medical bills after a family emergency,1
41,19933.0,Business,Graduate,60363,489.0,planning to expand my small business and buy new equipment,1
41,141902.0,Business,Not Graduate,39124,437.0,I need this loan to renovate my home and fix the roof,0
50,25032.0,Salaried,Graduate,28013,384.0,funding for my daughter wedding expenses,0
43,134878.0,Salaried,Graduate,298703,710.0,I need this loan to renovate my home and fix the roof,0
53,15415.0,Business,Not Graduate,104846,773.0,buying a new car for daily commute,0
54,119943.0,Salaried,Not Graduate,494593,723.0,looking to consolidate credit card debt into one payment,0
61,59334.0,Salaried,Graduate,70667,585.0,starting a small business selling handmade crafts,0
56,84884.0,Salaried,Graduate,473723,698.0,emergency funds needed for unexpected medical procedure,0
43,53099.0,Self-Employed,Graduate,335481,518.0,looking to consolidate credit card debt into one payment,0
42,81232.0,Self-Employed,Not Graduate,57471,313.0,buying a new car for daily commute,0
31,75960.0,Self-Employed,Graduate,33934,502.0,I need this loan to renovate my home and fix the roof,0
47,86515.0,Business,Graduate,201003,687.0,looking to consolidate credit card debt into one payment,0
27,68093.0,Salaried,Graduate,172783,656.0,purchasing new machinery for my shop,0
61,87436.0,Salaried,Graduate,161190,844.0,purchasing new machinery for my shop,0
58,126436.0,Salaried,Graduate,266637,848.0,buying a new car for daily commute,0
26,73666.0,Salaried,Graduate,69215,433.0,purchasing new machinery for my shop,1
55,63785.0,Salaried,Graduate,69081,305.0,starting a small business selling handmade crafts,1
26,32786.0,Salaried,Graduate,348925,450.0,planning to expand my small business and buy new equipment,0
52,63561.0,Salaried,Graduate,495202,781.0,traveling abroad for higher education,0
24,31964.0,Self-Employed,Graduate,140554,747.0,funding for my daughter wedding expenses,0
42,39637.0,Salaried,Not Graduate,466304,354.0,emergency funds needed for unexpected medical procedure,1
49,143553.0,Salaried,Not Graduate,175708,,emergency funds needed for unexpected medical procedure,0
53,27070.0,Self-Employed,Graduate,171264,609.0,looking to consolidate credit card debt into one payment,0
39,80074.0,Self-Employed,Not Graduate,49727,663.0,home renovation and repair work needed urgently,0
61,127630.0,Self-Employed,Graduate,214546,840.0,starting a small business selling handmade crafts,0
55,143682.0,Business,Graduate,251493,715.0,funding for my daughter wedding expenses,0
30,34806.0,Self-Employed,Not Graduate,333566,416.0,looking to consolidate credit card debt into one payment,1
50,37082.0,Salaried,Not Graduate,83293,320.0,home renovation and repair work needed urgently,0
53,65300.0,Salaried,Not Graduate,98403,648.0,want to pay off medical bills after a family emergency,0
35,89846.0,Self-Employed,Graduate,218884,604.0,planning to expand my small business and buy new equipment,0
53,144574.0,Salaried,Not Graduate,39475,806.0,traveling abroad for higher education,0
60,43041.0,Salaried,Graduate,75954,616.0,looking to consolidate credit card debt into one payment,0
56,37193.0,Salaried,Graduate,316392,575.0,emergency funds needed for unexpected medical procedure,0
54,49179.0,Salaried,Graduate,477155,466.0,home renovation and repair work needed urgently,1
48,133033.0,Salaried,Not Graduate,288616,347.0,traveling abroad for higher education,1
32,19057.0,Salaried,Graduate,76766,781.0,emergency funds needed for unexpected medical procedure,0
55,66318.0,Business,Not Graduate,495540,754.0,home renovation and repair work needed urgently,0
37,31058.0,Business,Graduate,263334,389.0,traveling abroad for higher education,1
44,36204.0,Salaried,Not Graduate,359838,687.0,purchasing new machinery for my shop,1
34,138774.0,Business,Not Graduate,102505,500.0,I need this loan to renovate my home and fix the roof,0
34,15224.0,Salaried,Not Graduate,291325,540.0,home renovation and repair work needed urgently,1
27,58406.0,Business,Graduate,42799,766.0,want to pay off medical bills after a family emergency,1
63,138582.0,Business,Graduate,314741,763.0,traveling abroad for higher education,0
27,97097.0,Salaried,Graduate,105142,404.0,I need this loan to renovate my home and fix the roof,0
24,24686.0,Self-Employed,Graduate,455209,469.0,want to pay off medical bills after a family emergency,0
62,77776.0,Business,Graduate,32113,751.0,want to pay off medical bills after a family emergency,0
45,146077.0,Business,Graduate,328051,804.0,emergency funds needed for unexpected medical procedure,0
40,69060.0,Business,Graduate,74001,343.0,I need this loan to renovate my home and fix the roof,0
53,86365.0,Self-Employed,Graduate,345125,758.0,I need this loan to renovate my home and fix the roof,0
37,86804.0,Salaried,Graduate,249274,569.0,starting a small business selling handmade crafts,0
26,104160.0,Business,Not Graduate,483903,624.0,purchasing new machinery for my shop,0
53,40277.0,Self-Employed,Graduate,327648,341.0,starting a small business selling handmade crafts,1
28,128357.0,Self-Employed,Not Graduate,189139,674.0,buying a new car for daily commute,0
45,148461.0,Salaried,Not Graduate,48233,672.0,emergency funds needed for unexpected medical procedure,0
62,34244.0,Self-Employed,Graduate,299899,664.0,starting a small business selling handmade crafts,0
62,125471.0,Salaried,Not Graduate,223304,734.0,funding for my daughter wedding expenses,1
36,125282.0,Self-Employed,Graduate,30993,820.0,emergency funds needed for unexpected medical procedure,0
55,115117.0,Salaried,Not Graduate,292717,767.0,I need this loan to renovate my home and fix the roof,0
47,65068.0,Self-Employed,Graduate,108947,709.0,want to pay off medical bills after a family emergency,0
42,78282.0,Business,Graduate,120941,839.0,home renovation and repair work needed urgently,0
27,128293.0,Salaried,Graduate,9434,670.0,funding for my daughter wedding expenses,0
37,35638.0,Salaried,Graduate,189178,669.0,I need this loan to renovate my home and fix the roof,0
49,126880.0,Salaried,Not Graduate,113043,598.0,planning to expand my small business and buy new equipment,0
64,139289.0,Business,Not Graduate,40558,722.0,traveling abroad for higher education,0
21,107052.0,Self-Employed,Not Graduate,219975,339.0,looking to consolidate credit card debt into one payment,0
52,61087.0,Salaried,Not Graduate,113964,578.0,I need this loan to renovate my home and fix the roof,0
58,90485.0,Salaried,Not Graduate,71408,533.0,home renovation and repair work needed urgently,0
62,,Salaried,Graduate,236042,802.0,starting a small business selling handmade crafts,0
39,140793.0,Salaried,Not Graduate,36303,339.0,buying a new car for daily commute,0
26,61224.0,Business,Graduate,495268,654.0,traveling abroad for higher education,1
32,22708.0,Self-Employed,Graduate,238125,401.0,looking to consolidate credit card debt into one payment,1
58,,Salaried,Graduate,498151,785.0,starting a small business selling handmade crafts,1
59,103770.0,Business,Not Graduate,441271,768.0,home renovation and repair work needed urgently,0
49,99065.0,Salaried,Graduate,489912,,emergency funds needed for unexpected medical procedure,0
26,22303.0,Business,Graduate,273651,779.0,want to pay off medical bills after a family emergency,0
26,116363.0,Salaried,Graduate,214427,573.0,home renovation and repair work needed urgently,0
42,101037.0,Self-Employed,Graduate,361346,834.0,home renovation and repair work needed urgently,0
46,122140.0,Business,Graduate,44936,701.0,planning to expand my small business and buy new equipment,0
22,126689.0,Salaried,Not Graduate,420896,318.0,planning to expand my small business and buy new equipment,0
51,43613.0,Self-Employed,Not Graduate,165168,411.0,home renovation and repair work needed urgently,0
44,43436.0,Business,Graduate,8670,521.0,planning to expand my small business and buy new equipment,0
21,139710.0,Salaried,Graduate,122668,416.0,traveling abroad for higher education,0
25,86688.0,Salaried,Graduate,124948,372.0,planning to expand my small business and buy new equipment,0
40,74128.0,Self-Employed,Graduate,11992,837.0,purchasing new machinery for my shop,0
52,53772.0,Salaried,Graduate,335947,777.0,home renovation and repair work needed urgently,1
57,101266.0,Salaried,Not Graduate,52140,539.0,buying a new car for daily commute,0
39,116784.0,Salaried,Graduate,424114,418.0,looking to consolidate credit card debt into one payment,1
33,15311.0,Self-Employed,Graduate,229330,399.0,funding for my daughter wedding expenses,0
63,89606.0,Salaried,Graduate,360528,803.0,home renovation and repair work needed urgently,0
41,149104.0,Salaried,Graduate,173132,482.0,debt consolidation to reduce monthly payments,0
34,52886.0,Business,Graduate,70336,306.0,want to pay off medical bills after a family emergency,0
40,52921.0,Salaried,Not Graduate,94275,,starting a small business selling handmade crafts,0
21,133547.0,Business,Not Graduate,324709,549.0,purchasing new machinery for my shop,0
34,23378.0,Salaried,Not Graduate,359469,642.0,looking to consolidate credit card debt into one payment,0
43,68665.0,Business,Not Graduate,137426,486.0,home renovation and repair work needed urgently,1
61,76865.0,Self-Employed,Graduate,181772,807.0,want to pay off medical bills after a family emergency,0
53,122713.0,Salaried,Not Graduate,472801,653.0,traveling abroad for higher education,0
55,32419.0,Business,Graduate,426674,842.0,want to pay off medical bills after a family emergency,0
44,73597.0,Salaried,Graduate,209454,501.0,looking to consolidate credit card debt into one payment,0
25,35564.0,Salaried,Graduate,124283,658.0,buying a new car for daily commute,0
38,121330.0,Salaried,Graduate,154170,500.0,funding for my daughter wedding expenses,0
64,100358.0,Self-Employed,Graduate,271504,684.0,want to pay off medical bills after a family emergency,0
22,82059.0,Salaried,Graduate,285556,710.0,emergency funds needed for unexpected medical procedure,0
59,68045.0,Salaried,Not Graduate,96148,477.0,I need this loan to renovate my home and fix the roof,0
51,35678.0,Salaried,Not Graduate,37587,815.0,purchasing new machinery for my shop,0
33,139450.0,Salaried,Graduate,250173,771.0,I need this loan to renovate my home and fix the roof,0
55,102434.0,Salaried,Graduate,399742,791.0,funding for my daughter wedding expenses,0
57,58086.0,Salaried,Not Graduate,80470,419.0,purchasing new machinery for my shop,0
22,70881.0,Salaried,Graduate,207135,694.0,planning to expand my small business and buy new equipment,0
25,113034.0,Salaried,Graduate,84981,358.0,I need this loan to renovate my home and fix the roof,0
50,112141.0,Self-Employed,Graduate,124856,358.0,home renovation and repair work needed urgently,0
64,77248.0,Salaried,Graduate,308050,835.0,I need this loan to renovate my home and fix the roof,0
22,55891.0,Self-Employed,Graduate,146666,384.0,traveling abroad for higher education,1
50,104093.0,Salaried,Not Graduate,135574,,buying a new car for daily commute,0
27,103861.0,Salaried,Not Graduate,497854,536.0,traveling abroad for higher education,0
49,95958.0,Salaried,Not Graduate,90321,467.0,want to pay off medical bills after a family emergency,1
48,24835.0,Salaried,Graduate,98697,340.0,planning to expand my small business and buy new equipment,1
24,,Salaried,Not Graduate,465235,,purchasing new machinery for my shop,1
50,97879.0,Business,Not Graduate,277352,696.0,debt consolidation to reduce monthly payments,0
60,143258.0,Salaried,Graduate,26286,556.0,traveling abroad for higher education,0
58,85951.0,Salaried,Graduate,215354,745.0,looking to consolidate credit card debt into one payment,0
22,61266.0,Self-Employed,Graduate,284748,477.0,funding for my daughter wedding expenses,0
31,90032.0,Salaried,Graduate,130329,603.0,starting a small business selling handmade crafts,0
31,38926.0,Salaried,Graduate,276390,457.0,buying a new car for daily commute,0
40,27243.0,Salaried,Graduate,326014,620.0,want to pay off medical bills after a family emergency,0
27,106542.0,Salaried,Graduate,129051,374.0,funding for my daughter wedding expenses,0
58,148134.0,Salaried,Graduate,407138,,emergency funds needed for unexpected medical procedure,0
55,129211.0,Self-Employed,Graduate,229122,602.0,I need this loan to renovate my home and fix the roof,0
56,93794.0,Business,Not Graduate,481913,606.0,funding for my daughter wedding expenses,0
29,20434.0,Salaried,Graduate,48430,545.0,looking to consolidate credit card debt into one payment,0
21,148376.0,Self-Employed,Graduate,165497,653.0,I need this loan to renovate my home and fix the roof,0
61,75700.0,Self-Employed,Graduate,362028,581.0,planning to expand my small business and buy new equipment,0
33,54104.0,Salaried,Not Graduate,447983,455.0,buying a new car for daily commute,0
49,135485.0,Self-Employed,Graduate,114740,418.0,planning to expand my small business and buy new equipment,0
61,115764.0,Self-Employed,Not Graduate,490223,656.0,funding for my daughter wedding expenses,0
22,,Business,Graduate,100725,816.0,starting a small business selling handmade crafts,0
21,52496.0,Business,Graduate,210980,714.0,traveling abroad for higher education,0
21,148894.0,Salaried,Graduate,160864,651.0,planning to expand my small business and buy new equipment,0
27,76137.0,Salaried,Graduate,215039,806.0,buying a new car for daily commute,1
23,86740.0,Salaried,Not Graduate,451673,794.0,planning to expand my small business and buy new equipment,1
57,116379.0,Salaried,Not Graduate,367612,578.0,buying a new car for daily commute,0
47,104099.0,Salaried,Graduate,399250,360.0,buying a new car for daily commute,0
64,38258.0,Business,Not Graduate,130729,648.0,debt consolidation to reduce monthly payments,0
56,55834.0,Salaried,Graduate,473711,642.0,buying a new car for daily commute,1
63,63760.0,Salaried,Graduate,220591,452.0,purchasing new machinery for my shop,0
31,142917.0,Business,Graduate,327721,767.0,planning to expand my small business and buy new equipment,0
33,111458.0,Salaried,Graduate,350371,778.0,I need this loan to renovate my home and fix the roof,0
58,64455.0,Salaried,Not Graduate,333146,482.0,I need this loan to renovate my home and fix the roof,0
31,114187.0,Business,Graduate,302889,562.0,funding for my daughter wedding expenses,0
23,114698.0,Salaried,Graduate,242615,407.0,want to pay off medical bills after a family emergency,1
50,68219.0,Salaried,Graduate,325582,398.0,planning to expand my small business and buy new equipment,0
56,69423.0,Salaried,Graduate,453067,445.0,want to pay off medical bills after a family emergency,0
63,135729.0,Business,Graduate,197937,501.0,purchasing new machinery for my shop,1
61,90845.0,Salaried,Not Graduate,257884,450.0,debt consolidation to reduce monthly payments,0
26,35184.0,Salaried,Graduate,94137,383.0,I need this loan to renovate my home and fix the roof,0
54,112170.0,Salaried,Graduate,180754,545.0,traveling abroad for higher education,0
58,94591.0,Salaried,Graduate,387163,642.0,want to pay off medical bills after a family emergency,0
51,83706.0,Business,Graduate,321985,479.0,funding for my daughter wedding expenses,0
57,112889.0,Salaried,Graduate,109517,593.0,looking to consolidate credit card debt into one payment,0
57,137456.0,Business,Not Graduate,275339,449.0,funding for my daughter wedding expenses,0
40,59608.0,Salaried,Not Graduate,406920,687.0,debt consolidation to reduce monthly payments,0
22,71605.0,Salaried,Graduate,66389,656.0,home renovation and repair work needed urgently,0
41,40581.0,Business,Not Graduate,35664,828.0,emergency funds needed for unexpected medical procedure,0
29,102354.0,Salaried,Graduate,199399,329.0,emergency funds needed for unexpected medical procedure,0
26,69366.0,Salaried,Graduate,329990,769.0,home renovation and repair work needed urgently,0
26,61218.0,Business,Not Graduate,160096,487.0,want to pay off medical bills after a family emergency,0
51,109030.0,Salaried,Not Graduate,411411,336.0,funding for my daughter wedding expenses,0
43,70101.0,Salaried,Not Graduate,424182,679.0,planning to expand my small business and buy new equipment,0
44,77689.0,Business,Graduate,268597,394.0,home renovation and repair work needed urgently,0
53,74406.0,Salaried,Graduate,192527,396.0,buying a new car for daily commute,1
45,49902.0,Salaried,Graduate,25649,,emergency funds needed for unexpected medical procedure,0
48,31983.0,Salaried,Graduate,411669,421.0,starting a small business selling handmade crafts,0
24,126676.0,Salaried,Not Graduate,448164,,looking to consolidate credit card debt into one payment,0
58,27382.0,Salaried,Graduate,223982,410.0,planning to expand my small business and buy new equipment,1
40,58858.0,Self-Employed,Graduate,260651,368.0,purchasing new machinery for my shop,1
27,105111.0,Salaried,Graduate,377982,300.0,looking to consolidate credit card debt into one payment,1
56,32724.0,Self-Employed,Graduate,349208,308.0,planning to expand my small business and buy new equipment,0
53,103494.0,Salaried,Graduate,71964,560.0,looking to consolidate credit card debt into one payment,0
23,113963.0,Salaried,Graduate,337794,538.0,traveling abroad for higher education,0
29,104492.0,Salaried,Graduate,462701,321.0,looking to consolidate credit card debt into one payment,1
21,56179.0,Self-Employed,Graduate,376589,492.0,purchasing new machinery for my shop,1
32,17668.0,Salaried,Graduate,242877,450.0,buying a new car for daily commute,1
25,134792.0,Salaried,Graduate,263964,614.0,traveling abroad for higher education,0
52,59083.0,Business,Not Graduate,133600,847.0,emergency funds needed for unexpected medical procedure,0
43,123675.0,Self-Employed,Graduate,332075,680.0,I need this loan to renovate my home and fix the roof,0
64,41704.0,Salaried,Graduate,124537,805.0,starting a small business selling handmade crafts,0
53,36925.0,Business,Graduate,174220,,buying a new car for daily commute,0
47,120050.0,Salaried,Not Graduate,136213,418.0,want to pay off medical bills after a family emergency,0
43,141863.0,Salaried,Not Graduate,170983,712.0,starting a small business selling handmade crafts,0
23,131185.0,Salaried,Graduate,186528,470.0,planning to expand my small business and buy new equipment,0
24,116418.0,Salaried,Graduate,46073,,home renovation and repair work needed urgently,0
48,48301.0,Salaried,Graduate,360172,555.0,debt consolidation to reduce monthly payments,0
21,138283.0,Self-Employed,Not Graduate,223291,410.0,planning to expand my small business and buy new equipment,0
22,105159.0,Salaried,Graduate,475053,764.0,buying a new car for daily commute,0
30,38242.0,Business,Graduate,94538,602.0,emergency funds needed for unexpected medical procedure,0
59,32463.0,Business,Not Graduate,336173,741.0,I need this loan to renovate my home and fix the roof,0
41,132606.0,Self-Employed,Not Graduate,93698,548.0,funding for my daughter wedding expenses,0
52,52145.0,Self-Employed,Graduate,275847,369.0,looking to consolidate credit card debt into one payment,1
39,118395.0,Self-Employed,Graduate,247985,674.0,I need this loan to renovate my home and fix the roof,0
28,33718.0,Business,Graduate,227055,368.0,debt consolidation to reduce monthly payments,1
37,52872.0,Salaried,Graduate,329082,664.0,buying a new car for daily commute,0
25,53275.0,Salaried,Graduate,414956,529.0,debt consolidation to reduce monthly payments,0
54,52949.0,Salaried,Not Graduate,161777,735.0,emergency funds needed for unexpected medical procedure,0
29,106089.0,Salaried,Not Graduate,425580,778.0,traveling abroad for higher education,0
37,138442.0,Salaried,Graduate,96501,524.0,purchasing new machinery for my shop,0
64,137894.0,Self-Employed,Graduate,150053,785.0,emergency funds needed for unexpected medical procedure,0
47,,Salaried,Graduate,158781,360.0,funding for my daughter wedding expenses,1
41,42340.0,Business,Graduate,476943,359.0,buying a new car for daily commute,1
44,144678.0,Salaried,Not Graduate,63693,846.0,debt consolidation to reduce monthly payments,0
55,88180.0,Salaried,Graduate,200582,615.0,buying a new car for daily commute,0
32,88705.0,Salaried,Graduate,215096,547.0,starting a small business selling handmade crafts,0
49,109687.0,Salaried,Graduate,401038,385.0,want to pay off medical bills after a family emergency,1
59,118827.0,Salaried,Graduate,245520,458.0,purchasing new machinery for my shop,1
46,143644.0,Salaried,Graduate,483575,677.0,emergency funds needed for unexpected medical procedure,0
40,93621.0,Salaried,Not Graduate,371458,751.0,looking to consolidate credit card debt into one payment,0
27,97358.0,Salaried,Not Graduate,353310,804.0,emergency funds needed for unexpected medical procedure,0
31,115646.0,Salaried,Graduate,377695,524.0,funding for my daughter wedding expenses,1
62,49439.0,Salaried,Not Graduate,84967,550.0,planning to expand my small business and buy new equipment,0
44,56541.0,Salaried,Graduate,227280,389.0,traveling abroad for higher education,0
34,99439.0,Salaried,Not Graduate,295137,345.0,traveling abroad for higher education,0
39,23657.0,Salaried,Graduate,108195,540.0,traveling abroad for higher education,0
46,58266.0,Salaried,Graduate,63794,618.0,funding for my daughter wedding expenses,0
44,111929.0,Salaried,Not Graduate,72204,357.0,looking to consolidate credit card debt into one payment,1
51,146777.0,Self-Employed,Graduate,395625,524.0,I need this loan to renovate my home and fix the roof,0
32,,Business,Graduate,330156,652.0,home renovation and repair work needed urgently,1
49,68956.0,Business,Graduate,144251,745.0,looking to consolidate credit card debt into one payment,0
40,74450.0,Salaried,Graduate,369917,,traveling abroad for higher education,0
62,107532.0,Salaried,Graduate,349131,487.0,traveling abroad for higher education,1
27,88504.0,Salaried,Graduate,409168,515.0,planning to expand my small business and buy new equipment,1
27,18135.0,Self-Employed,Not Graduate,455494,,purchasing new machinery for my shop,0
41,87797.0,Self-Employed,Graduate,441705,681.0,planning to expand my small business and buy new equipment,1
43,69008.0,Business,Graduate,94599,450.0,buying a new car for daily commute,0
51,109608.0,Business,Graduate,385782,676.0,buying a new car for daily commute,1
38,133139.0,Salaried,Not Graduate,199464,386.0,purchasing new machinery for my shop,0
61,144930.0,Self-Employed,Graduate,204545,546.0,emergency funds needed for unexpected medical procedure,0
41,97380.0,Business,Graduate,325323,468.0,traveling abroad for higher education,0
26,63945.0,Salaried,Graduate,303083,845.0,emergency funds needed for unexpected medical procedure,0
26,74932.0,Business,Not Graduate,212731,319.0,debt consolidation to reduce monthly payments,0
63,38822.0,Salaried,Not Graduate,499745,771.0,traveling abroad for higher education,0
26,141351.0,Business,Graduate,91535,454.0,traveling abroad for higher education,0
62,129387.0,Self-Employed,Not Graduate,52972,319.0,funding for my daughter wedding expenses,0
33,130287.0,Salaried,Graduate,19390,663.0,funding for my daughter wedding expenses,0
25,59296.0,Self-Employed,Graduate,408048,672.0,purchasing new machinery for my shop,0
34,58499.0,Salaried,Graduate,206266,378.0,debt consolidation to reduce monthly payments,0
48,130642.0,Self-Employed,Graduate,221484,321.0,purchasing new machinery for my shop,0
39,88514.0,Self-Employed,Graduate,326358,361.0,starting a small business selling handmade crafts,0
55,110128.0,Self-Employed,Graduate,220520,524.0,purchasing new machinery for my shop,0
47,81126.0,Business,Graduate,289122,372.0,home renovation and repair work needed urgently,0
38,74773.0,Salaried,Graduate,33934,686.0,home renovation and repair work needed urgently,0
48,100347.0,Salaried,Graduate,82339,342.0,want to pay off medical bills after a family emergency,0
63,124752.0,Salaried,Not Graduate,466358,733.0,starting a small business selling handmade crafts,0
39,60105.0,Salaried,Not Graduate,228093,781.0,home renovation and repair work needed urgently,0
27,124234.0,Salaried,Graduate,87856,694.0,debt consolidation to reduce monthly payments,0
38,47967.0,Salaried,Graduate,187888,819.0,purchasing new machinery for my shop,0
57,69381.0,Salaried,Graduate,170720,816.0,looking to consolidate credit card debt into one payment,0
30,138210.0,Salaried,Graduate,140730,325.0,looking to consolidate credit card debt into one payment,0
62,143851.0,Business,Graduate,150338,488.0,purchasing new machinery for my shop,0
46,139723.0,Salaried,Graduate,365989,718.0,purchasing new machinery for my shop,0
47,57665.0,Business,Not Graduate,57849,486.0,want to pay off medical bills after a family emergency,0
34,128848.0,Salaried,Graduate,158277,705.0,funding for my daughter wedding expenses,0
61,141371.0,Salaried,Graduate,236635,725.0,purchasing new machinery for my shop,0
22,147057.0,Salaried,Graduate,272370,848.0,want to pay off medical bills after a family emergency,0
34,17821.0,Salaried,Not Graduate,440850,481.0,debt consolidation to reduce monthly payments,0
39,115573.0,Salaried,Graduate,461995,491.0,planning to expand my small business and buy new equipment,0
42,149560.0,Salaried,Not Graduate,152219,313.0,want to pay off medical bills after a family emergency,0
41,118230.0,Salaried,Graduate,271941,457.0,debt consolidation to reduce monthly payments,0
27,46478.0,Salaried,Graduate,16065,454.0,emergency funds needed for unexpected medical procedure,1
30,117949.0,Self-Employed,Graduate,310426,549.0,starting a small business selling handmade crafts,0
25,29207.0,Salaried,Graduate,80686,531.0,traveling abroad for higher education,0
46,79882.0,Business,Not Graduate,41256,771.0,looking to consolidate credit card debt into one payment,0
36,99540.0,Salaried,Graduate,337501,725.0,starting a small business selling handmade crafts,0
45,76621.0,Business,Not Graduate,93176,700.0,emergency funds needed for unexpected medical procedure,0
46,109477.0,Self-Employed,Graduate,241301,302.0,home renovation and repair work needed urgently,1
51,47430.0,Business,Not Graduate,54970,559.0,looking to consolidate credit card debt into one payment,1
45,96839.0,Business,Not Graduate,374107,701.0,emergency funds needed for unexpected medical procedure,0
49,102050.0,Salaried,Graduate,383582,434.0,buying a new car for daily commute,1
46,100562.0,Salaried,Graduate,289529,,starting a small business selling handmade crafts,0
49,54058.0,Salaried,Not Graduate,418780,699.0,traveling abroad for higher education,0
48,56226.0,Business,Graduate,221217,736.0,funding for my daughter wedding expenses,0
34,49804.0,Self-Employed,Not Graduate,97295,769.0,home renovation and repair work needed urgently,0
31,77339.0,Salaried,Graduate,79910,536.0,purchasing new machinery for my shop,0
55,94104.0,Business,Graduate,113539,519.0,debt consolidation to reduce monthly payments,0
36,63942.0,Salaried,Graduate,104152,510.0,purchasing new machinery for my shop,0
45,70347.0,Self-Employed,Not Graduate,164987,667.0,emergency funds needed for unexpected medical procedure,0
29,53665.0,Self-Employed,Not Graduate,111097,530.0,looking to consolidate credit card debt into one payment,1
39,44545.0,Salaried,Graduate,297583,520.0,purchasing new machinery for my shop,1
44,103754.0,Self-Employed,Not Graduate,78439,392.0,emergency funds needed for unexpected medical procedure,0
48,125167.0,Business,Not Graduate,312789,563.0,want to pay off medical bills after a family emergency,0
44,54245.0,Salaried,Graduate,170379,430.0,looking to consolidate credit card debt into one payment,0
36,131176.0,Salaried,Graduate,344943,588.0,looking to consolidate credit card debt into one payment,0
63,92082.0,Salaried,Not Graduate,258896,,traveling abroad for higher education,1
43,37639.0,Self-Employed,Graduate,453070,726.0,planning to expand my small business and buy new equipment,0
56,64409.0,Salaried,Graduate,222739,562.0,home renovation and repair work needed urgently,0
53,16013.0,Business,Not Graduate,151044,837.0,starting a small business selling handmade crafts,0
45,20287.0,Business,Graduate,296613,839.0,I need this loan to renovate my home and fix the roof,0
60,60377.0,Salaried,Not Graduate,331085,544.0,emergency funds needed for unexpected medical procedure,1
26,76352.0,Salaried,Not Graduate,222423,719.0,debt consolidation to reduce monthly payments,1
61,122663.0,Self-Employed,Not Graduate,282062,488.0,home renovation and repair work needed urgently,0
58,33130.0,Self-Employed,Graduate,238078,783.0,starting a small business selling handmade crafts,0
43,128288.0,Salaried,Graduate,156389,505.0,funding for my daughter wedding expenses,0
53,46660.0,Salaried,Graduate,160214,442.0,planning to expand my small business and buy new equipment,0
